full_name,a,e,G,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,neo,pha,moid
312181 (2007 VG36),2.352301671338927,0.09836536853556656,,4.686234946919628,16.70221979996541,20.02313033566199,2.120916650530844,2.58368669214701,3.60784381076005,6086.0,0,155,17.3,,,,,,,,,,,N,N,1.12756
101966 (1999 RO43),2.241241998785124,0.106415982851115,,4.109347862238085,328.1676619765916,288.6027804269605,2.002738028677207,2.47974596889304,3.35537705579881,7869.0,0,1010,15.6,,,,,,,,,,,N,N,0.991985
380263 (2001 YZ10),2.571236116324878,0.1797673892342569,,12.05897075642342,289.9549897877369,103.2078653866356,2.109011712588325,3.033460520061432,4.12307411681826,7765.0,0,181,16.7,,,,,,,,,,,N,N,1.15364
       (2015 XZ266),3.030265466098598,0.03004046413678372,,8.2963310825856,263.3415109736825,298.5579952675316,2.939234885039329,3.121296047157867,5.27508202390027,6296.0,0,99,16.0,,,,,,,,,,,N,N,1.94335
       (2000 YA2),43.85057609453099,0.06362757435244618,,1.865293218757146,147.137689735835,163.8811239987499,41.06047030367862,46.64068188538335,290.382979668514,4707.0,5,18,7.0,,,,,,,,,,,N,N,40.0454
       (2017 RU95),2.1838111086764,0.143119338495151,,1.559243949416256,141.2494312622939,121.2647469483358,1.871265507404271,2.496356709948528,3.22723661715984,2128.0,0,45,18.1,,,,,,,,,,,N,N,0.855861
       (2003 SM215),2.120808956823743,0.563608828409858,,5.017050703198076,6.096905242071361,40.49661731576573,0.92550230538718,3.316115608260305,3.08859188182146,2.0,8,29,27.5,,,,,,,,,,,Y,N,0.00394081
       (2007 UE97),2.825281569542586,0.06841165790281664,,2.379520621302197,40.12503444342681,356.60394268026,2.631999373327906,3.018563765757267,4.74898509881099,4176.0,0,38,17.4,,,,,,,,,,,N,N,1.63819
       (2010 VW43),2.758183796855215,0.1023736842633855,,7.381128554132752,239.8336123429098,172.3204873757425,2.475818359695573,3.040549234014857,4.58081767645078,5160.0,0,68,17.3,,,,,,,,,,,N,N,1.48667
454584 (2014 PN26),2.985254461754259,0.09898715607645046,,11.59243553348066,129.7515138875082,284.8609675336299,2.68975261242067,3.280756311087848,5.15798691930707,5005.0,0,106,16.5,,,,,,,,,,,N,N,1.7306
       (2015 FA300),2.6117066,0.0562005,,15.57872,85.79591,7.01043,2.4649274,2.7584858,4.2208000386037,,0,45,16.9,,,,,,,,,,,N,,
 19929 (1981 DL3),2.277142194756259,0.1234445821867668,,5.714537162065777,283.449839238713,88.40012723739713,1.996041327944715,2.558243061567802,3.43631864337071,23192.0,0,989,15.2,,,,,,,,,,,N,N,1.00492
388180 (2006 BG155),2.472327491402829,0.1862149818021983,,5.865484909836438,121.0749696293756,156.3835534116344,2.011943072582177,2.932711910223481,3.88747133230818,4469.0,0,91,16.9,,,,,,,,,,,N,N,0.996558
484848 (2009 HG83),2.727216136811749,0.1677280932261848,,10.550415812,140.005545641719,327.4326177976643,2.269785374368633,3.184646899254866,4.50388755360127,6112.0,0,55,16.8,,,,,,,,,,,N,N,1.29405
456774 (2007 TW143),2.332736986994604,0.1771375707402343,,0.6383768044409214,294.3284174827033,49.35602977675117,1.919521623942486,2.745952350046722,3.5629265169662,6586.0,0,135,18.1,,,,,,,,,,,N,N,0.910903
       (2015 DS227),2.712189349505333,0.1811864284153231,,14.96961682111834,27.16384751866328,186.8560273123529,2.220777448082383,3.203601250928282,4.46671467595836,59.0,4,23,18.234,,,,,,,,,,,N,N,1.21591
       (2010 TA178),2.220658655550626,0.4612806981526583,,8.191385167681473,47.40772432817047,306.3749620112037,1.19631168055949,3.245005630541762,3.30926017315364,39.0,6,42,19.9,,,,,,,,,,,Y,N,0.226387
301695 (2010 FP95),2.301890603937567,0.1685900438074331,,2.662073551606102,336.3005750628244,331.1999092378306,1.913814766179814,2.68996644169532,3.49249041220623,7711.0,0,199,17.1,,,,,,,,,,,N,N,0.898774
 62127 (2000 RY105),2.578368839115111,0.06717106636256547,,9.698509960794269,143.8659556107371,241.7211142680493,2.40517705471574,2.751560623514484,4.14024239459841,7704.0,0,565,15.4,,,,,,,,,,,N,N,1.42242
500349 (2012 TX6),3.038611268258417,0.1214757555107471,,8.688006947550802,184.1005685097296,197.7873867344895,2.669493668743256,3.407728867773578,5.29688956365946,3606.0,0,72,16.8,,,,,,,,,,,N,N,1.67265
240772 (2005 QT146),3.000866586895518,0.02996446102755852,,9.125266975350828,4.337898715701191,8.94223218815951,2.910947237003585,3.090785936787452,5.19850222420382,9547.0,0,284,15.5,5.076,,0.039,,,,,,,,N,N,1.90941
       (2008 AH57),2.572113271136728,0.1968003075123811,,1.79857993993021,267.4462105622844,155.6676264554305,2.065920588420343,3.078305953853112,4.1251841229947,4304.0,1,59,18.1,,,,,,,,,,,N,N,1.079
       (2013 GH129),2.275248261621907,0.2468544764188828,,20.55247504993496,124.7366727457498,96.30360516385169,1.713593043276258,2.836903479967555,3.43203247867715,40.0,5,23,17.933,,,,,,,,,,,N,N,0.835909
183998 (2004 EQ74),2.65903089798064,0.04661332201437379,,21.82003963811751,184.2367299166823,258.7966769712674,2.535084634486898,2.782977161474381,4.33603998152342,6665.0,0,347,15.8,,,,,,,,,,,N,N,1.6064
411842 (2012 DP57),2.375754011759245,0.1143825944617378,,4.008656106117692,187.2279756933921,282.7698142202192,2.104009104091341,2.64749891942715,3.66193312795738,7038.0,0,138,17.6,,,,,,,,,,,N,N,1.12518
       (2010 MT94),3.66700851389875,0.2103284581028308,,26.47396212271451,251.4777518490225,318.7146328761607,2.895732267320473,4.438284760477027,7.02224665162742,1.0,9,9,,,,,,,,,,,,N,N,1.93418
459441 (2012 TN308),1.885116246119597,0.07418201374282847,,20.58712289697289,237.4539430472031,265.3222539047542,1.745274526843124,2.02495796539607,2.58830473375006,4786.0,0,148,17.8,,,,,,,,,,,N,N,0.846356
       (2017 XZ51),2.86568341003401,0.07659055435204622,,1.029728263348657,312.9585393800416,80.91159942119972,2.646199129062043,3.085167691005977,4.85121493330802,4161.0,3,35,17.5,,,,,,,,,,,N,N,1.65187
464682 (2001 UU78),2.660971977744663,0.3033011489706062,,4.589036834121162,42.98313058058367,10.81314636888064,1.85389611951612,3.468047835973205,4.34078878040141,6148.0,0,248,17.1,,,,,,,,,,,N,N,0.865017
       (2017 WW8),3.160234710983285,0.0655563113448746,,7.862080021028424,141.4148906483006,277.4856094082871,2.953061380347185,3.367408041619385,5.6180708346062,2231.0,2,51,16.2,,,,,,,,,,,N,N,1.97874
 26137 (1993 QV1),2.685325103373608,0.09684680695938408,,1.785859985659618,204.8895963539486,158.0821086799143,2.425259941463996,2.94539026528322,4.40051504322795,9529.0,0,1389,14.3,,,,,,,,,,,N,N,1.42186
       (2016 PC124),3.165214123568742,0.2785619341398963,,10.93727675485835,176.8653016852724,177.3525706520634,2.283505955340516,4.046922291796968,5.63135420364839,524.0,4,35,17.2,,,,,,,,,,,N,N,1.278
111843 (2002 EH30),2.391186818457516,0.1847710245820323,,3.365220841860386,76.8848964988052,188.0338365683675,1.949364780044071,2.833008856870961,3.69767267721791,7089.0,0,643,16.0,1.454,,0.365,,,,,,,,N,N,0.933256
 15920 (1997 UB25),2.202601732853501,0.2176143691474511,,4.054340220150933,262.2977936846446,75.23580561605141,1.723283946275504,2.681919519431499,3.26897927423534,12589.0,0,1454,14.4,3.350,,0.476,,,,,,,,N,N,0.718627
       (2015 AA30),2.637164036072659,0.1706890167525685,,15.70607069253236,110.1888069960531,341.0270338603444,2.187029099740182,3.087298972405137,4.28266317361569,5.0,9,11,18.217,,,,,,,,,,,N,N,1.20872
 25944 Charlesross (2001 EP10),2.40742184853173,0.2061343937214745,,3.586321183393946,103.6832090443252,202.4231492183553,1.911169405352811,2.90367429171065,3.73539470415435,11563.0,0,1497,14.6,,,,,,,,,,,N,N,0.895938
358288 (2006 UT65),2.66646403862253,0.07069043328954548,,2.113307930377921,95.165709584216,278.1430616144501,2.477970540381312,2.854957536863748,4.35423434080516,8502.0,0,229,16.4,,,,,,,,,,,N,N,1.47837
       (2017 BY113),2.565593409792465,0.05730127793453599,,15.83606623364748,56.61256653617877,23.45664088288678,2.418581628750933,2.712605190833997,4.10950912668534,7293.0,0,54,17.4,,,,,,,,,,,N,N,1.4377
       (2011 SK159),3.176921749565465,0.1234596890156259,,25.00573181636688,207.3244242413493,262.3689661932192,2.784699978337135,3.569143520793796,5.6626273093814,509.0,5,17,15.792,,,,,,,,,,,N,N,1.92613
       (2015 KV147),2.609128398783232,0.2772652927764361,,13.08522976359176,120.1630691932315,176.7374697259064,1.885707649403285,3.332549148163178,4.21455164504308,2846.0,1,44,18.3,,,,,,,,,,,N,N,0.869309
293667 (2007 PD19),2.279006655075361,0.1636825663213627,,2.891452733668185,317.0837709526578,340.1628884200944,1.905972997109161,2.652040313041562,3.44053984947304,7266.0,0,138,17.5,,,,,,,,,,,N,N,0.889731
320181 (2007 GM31),3.064191210570041,0.07476705006726143,,5.23454180343627,173.304724295496,95.87345665934558,2.835090672913688,3.293291748226394,5.36391634475418,7661.0,0,149,15.9,,,,,,,,,,,N,N,1.82501
418021 (2007 UV60),2.277285949353549,0.09892505329424352,,4.817790705774097,58.40903757207536,278.6267441304175,2.052005315447517,2.50256658325958,3.436644047555,6673.0,0,97,18.1,,,,,,,,,,,N,N,1.04849
 72358 (2001 BH76),2.743053643641363,0.1388150488450619,,13.97277958513664,206.9201916065632,348.6701965506314,2.362276518114662,3.123830769168063,4.54317696291598,10395.0,0,905,14.4,3.553,,0.292,,,,,,,,N,N,1.36201
511315 (2014 DY117),2.684001302520714,0.06502758860225501,,4.937517455995639,40.97065802349623,61.63055908041057,2.50946717001248,2.858535435028947,4.39726142178294,5700.0,0,78,17.4,,,,,,,,,,,N,N,1.53104
186204 (2001 WT14),2.665568142088456,0.1455460460329724,,13.87323971122745,63.10619247689982,213.5181364751307,2.277605238576025,3.053531045600888,4.35204007770242,6296.0,0,458,15.2,,,,,,,,,,,N,N,1.27377
       (2015 AV7),3.156782871938369,0.1287403419824962,,20.23222093944257,62.95708003059531,28.15791923536395,2.750377565440537,3.563188178436201,5.60886864795783,5.0,7,9,17.201,,,,,,,,,,,N,N,1.77969
 62734 (2000 TX60),2.567920584898101,0.0996915464757394,,15.24427986479412,61.77164488932801,318.7782377979834,2.311920610562725,2.823920559233478,4.11510181861907,7269.0,0,687,14.9,2.873,,0.282,3.983,,,,,,,N,N,1.33672
 69949 (1998 VN4),3.1584781242772,0.06858864194805643,,10.29025588151306,47.37581873589932,40.46228806620364,2.941842399110382,3.375113849444017,5.61338735791641,7168.0,0,810,14.0,8.326,,0.077,,,,,,,,N,N,1.96608
       (2006 BX39),1.903075392748601,0.6373999429093651,,14.34685329373428,140.4327829295937,79.11969493508587,0.690055246058425,3.116095539438776,2.62538012337083,15.0,8,123,21.4,,,,,,,,,,,Y,Y,0.00877544
       (2008 UA189),2.631075031485538,0.2131900836234171,,5.860155027784161,193.4828514647074,220.2996779758809,2.070155925503651,3.191994137467424,4.26783923944101,25.0,6,15,18.088,,,,,,,,,,,N,N,1.08469
131390 (2001 KN55),2.782080677962208,0.2450013528985319,,17.4510066192465,75.59691262254287,221.2337709271192,2.100467147988602,3.463694207935814,4.64047868603416,6591.0,0,445,15.2,4.691,,0.097,,,,,,,,N,N,1.11336
 51740 (2001 KG50),2.539298280083291,0.2056458063754663,,12.26742945185528,249.9008637124052,90.3047710071478,2.017102237647728,3.061494322518854,4.04649287502146,7361.0,0,912,14.9,,,,,,,,,,,N,N,1.05266
280202 (2002 TX132),3.089160816802194,0.07429278867203654,,8.533297970839763,240.4572543196927,189.7594849571298,2.859658445065573,3.318663188538816,5.42961428288344,5883.0,0,253,15.5,,,,,,,,,,,N,N,1.87393
522119 (2016 AS240),3.119253137353073,0.0498007400052906,,10.91438655036086,0.3608326055831825,253.4241365653827,2.963912022849066,3.274594251857081,5.50914411229775,3598.0,0,77,16.0,,,,,,,,,,,N,N,1.97445
       (2010 TW73),3.399721424511331,0.2040341030490865,,13.41055692223214,200.9098617324268,300.9388274174627,2.706062313044399,4.093380535978263,6.26863813596204,4.0,9,21,15.6,,,,,,,,,,,N,N,1.74588
       (2013 YC54),2.701360552508109,0.07632095719435628,,7.475284508479038,269.1010233669216,149.1636925779271,2.495190129413615,2.907530975602603,4.4399904167448,3324.0,0,43,17.7,,,,,,,,,,,N,N,1.51098
       (2009 VX15),2.21140092661791,0.1560623331564985,,4.306519352823594,213.2630446642723,151.700617995753,1.866284538465476,2.556517314770344,3.2885877379153,37.0,6,19,18.416,,,,,,,,,,,N,N,0.865099
176119 (2001 DZ77),2.308593994850114,0.1074036511140248,,6.688406909778742,329.636826840939,73.9008941271088,2.0606425708633,2.556545418836929,3.50775736136512,6670.0,0,379,16.9,,,,,,,,,,,N,N,1.07993
402326 (2005 UB72),2.788378333420541,0.2284942325720955,,6.423985297868159,293.5808437447432,110.0780348617817,2.151249966004956,3.425506700836126,4.65624422523497,3810.0,0,140,16.7,,,,,,,,,,,N,N,1.17008
523360 (2017 CV11),2.548031492968674,0.1570365667252199,,13.80514187505123,62.03555385476872,217.9726113838332,2.147897375405138,2.948165610532211,4.06738600000891,2397.0,0,74,16.8,,,,,,,,,,,N,N,1.14774
525679 (2005 NR126),2.580691690718993,0.1762860526711139,,8.912463503403696,276.634660736381,1.250343770917376,2.125751739400998,3.035631642036987,4.14583856895584,4871.0,0,62,17.1,,,,,,,,,,,N,N,1.10879
       (2012 TZ99),2.578762621025012,0.3557567939596978,,28.53921907444789,16.53210883381113,95.72284094029676,1.661350298586047,3.496174943463978,4.14119090986527,1470.0,2,28,17.2,,,,,,,,,,,N,N,0.897148
       (2007 GR35),2.322401074753897,0.1628203416011882,,2.407715097630631,115.785781957158,132.8997687769033,1.944266938427501,2.700535211080294,3.53927279594201,3125.0,1,19,18.389,,,,,,,,,,,N,N,0.931079
       (2015 ET),2.033641369301327,0.5787578024597703,,0.5982797992259166,353.9819910394112,124.4093036085234,0.8566555594132129,3.210627179189441,2.90014528094205,14.0,6,99,26.7,,,,,,,,,,,Y,N,0.000811008
256176 (2006 VG68),2.64102548503515,0.2148601061901196,,1.125720461444738,240.2894626153673,92.84797005869764,2.073574468869685,3.208476501200614,4.2920729053673,5731.0,0,168,17.1,2.070,,0.079,,,,,,,,N,N,1.06281
       (2014 ME12),2.576186842212384,0.2390025133917487,,15.08646884915127,111.0729755471907,180.1042284163105,1.960471711956872,3.191901972467896,4.13498786058395,85.0,4,36,17.6,,,,,,,,,,,N,N,0.943564
       (2009 UM76),2.3215907,0.2145331,,4.62313,15.88786,10.52293,1.8235327,2.8196487,3.53742040711841,,3,28,19.0,,,,,,,,,,,N,,
420148 (2011 FE123),3.138031404803165,0.05548310192959633,,7.185579742674473,312.8072200872745,273.4058642752187,2.963923688512197,3.312139121094134,5.55896744484483,4949.0,0,113,16.2,,,,,,,,,,,N,N,1.96589
       (2016 PH83),3.120561291187437,0.2340222377769178,,10.56724782302844,9.290363205828765,18.36085208796698,2.390280554703724,3.850842027671149,5.51261011676565,4041.0,2,31,17.0,,,,,,,,,,,N,N,1.39629
175673 (1994 UY10),3.175068141988378,0.03029891119154348,,3.594229500837001,294.7271239453074,187.095230823901,3.078867034327173,3.271269249649583,5.65767215537223,9379.0,0,272,15.4,4.470,,0.061,,,,,,,,N,N,2.09498
488805 (2005 GW177),2.521658489760746,0.08482493244110684,,4.491407508262061,26.99377387525574,223.1596601692689,2.307758978727247,2.735558000794244,4.00440141638886,4932.0,1,89,17.9,,,,,,,,,,,N,N,1.29614
344997 (2005 AG57),2.536715046917535,0.2992176679086734,,12.18397083715579,167.2912296115824,261.1954926941281,1.77768508643003,3.295745007405041,4.04031968787113,6376.0,0,134,16.4,,,,,,,,,,,N,N,0.838029
317809 Marot (2003 SL228),2.352666654946109,0.1341987388436507,,2.114945268539621,343.368792502029,37.95800163224873,2.03694175693283,2.668391552959387,3.60868353400334,5592.0,0,187,17.8,,,,,,,,,,,N,N,1.03929
       (2016 TA22),1.920738960121082,0.06896157797564798,,22.17686994597566,174.6169680886433,335.87232295,1.788281770551827,2.053196149690337,2.66201636342529,4074.0,0,65,18.602,,,,,,,,,,,N,N,0.802833
       (2007 TZ354),2.204694278988827,0.2183376125251257,,6.276074972851622,15.05960298434327,326.018384535989,1.723326593766603,2.686061964211051,3.27363884177886,55.0,5,35,18.307,,,,,,,,,,,N,N,0.718929
103315 (2000 AV59),2.641150206047746,0.1461931828205894,,13.04808402946658,115.8167895095673,113.3440113291874,2.255032051118371,3.027268360977121,4.29237694521952,6789.0,0,746,14.8,2.913,,0.274,,,,,,,,N,N,1.27959
479025 (2013 AP12),3.112903503861673,0.1209025508559172,,11.54581074562074,121.3867229427369,255.0322612426377,2.736545529676474,3.489261478046871,5.49233083859239,6726.0,0,93,16.3,,,,,,,,,,,N,N,1.76481
165067 Pauls (2000 ED207),2.701673935359132,0.2202973188069717,,12.32454058909573,197.5669836584618,278.8961811234736,2.106502411108835,3.296845459609429,4.44076305918652,8542.0,0,236,16.3,,,,,,,,,,,N,N,1.16335
478554 (2012 TW37),2.534450234725104,0.3076403361058572,,1.839797956712866,228.6304751692148,99.93793485672704,1.754751112670704,3.314149356779504,4.0349100208128,4358.0,0,65,19.7,,,,,,,,,,,N,N,0.743848
 28007 (1997 XO10),2.948162278732222,0.1559343984002192,,10.92282179641301,76.35837892310457,280.2124136402047,2.488442367411893,3.40788219005255,5.06215314854372,7868.0,0,1340,13.7,7.119,,0.139,,,,,,,,N,N,1.51295
       (2007 HD87),2.449282511872321,0.333040407010153,,3.358334506991446,160.7956747461984,145.6249623174443,1.633572467235514,3.264992556509129,3.83324453045632,18.0,7,10,18.618,,,,,,,,,,,N,N,0.619359
426079 (2012 DR23),2.190732060201776,0.1503078397582904,,5.02700523354152,343.4791908251473,178.93914672,1.861447856743618,2.520016263659933,3.2425904418994,5800.0,0,64,18.5,,,,,,,,,,,N,N,0.86997
       (2014 TU45),3.183003530644249,0.2377214485484762,,18.52041600260278,34.13576352797249,319.3317543401025,2.426335320604584,3.939671740683914,5.67889557432752,132.0,4,51,16.6,,,,,,,,,,,N,N,1.45299
276491 (2003 QK4),2.664905591976188,0.1906355073020937,,2.303998553640664,171.5963212996711,125.6252221237886,2.156879962537621,3.172931221414755,4.35041757249641,5696.0,0,174,16.8,,,,,,,,,,,N,N,1.14134
297237 (1981 EA48),2.791436011111206,0.1973207429779379,,7.667883443218981,333.777504717096,177.0708232223666,2.240627783423371,3.34224423879904,4.66390523537456,13553.0,0,210,16.6,,,,,,,,,,,N,N,1.25207
507837 (2014 FT3),3.08998658588009,0.2061071281663779,,10.55261778144342,47.12618817337332,174.4548431661943,2.453118324591714,3.726854847168465,5.43179152815937,5810.0,0,101,16.1,,,,,,,,,,,N,N,1.44504
333171 (2012 CD51),3.975579757342938,0.1005315892652267,,3.16065386353521,165.9741599921985,37.20184290983791,3.575908406086588,4.375251108599287,7.92700091253453,7931.0,0,126,15.3,,,,,,,,,,,N,N,2.57366
393874 (2005 TF26),3.105327250799764,0.05431321082544262,,10.69268729357223,38.95430180624352,299.7037811948063,2.936666957145084,3.273987544454444,5.47229201018778,8953.0,0,174,16.0,,,,,,,,,,,N,N,1.94689
280369 (2003 TU46),2.782012420924132,0.03486710554625297,,4.711995873872553,240.167913882076,34.79508822797698,2.685011700212784,2.879013141635481,4.64030790914581,5608.0,0,158,16.4,3.281,,0.054,,,,,,,,N,N,1.66991
232435 (2003 FP62),2.426769498524379,0.1408234700167682,,2.032724805097505,86.83331902388257,67.14999366617506,2.085023396811323,2.768515600237435,3.78051524680966,6041.0,0,237,17.2,,,,,,,,,,,N,N,1.0967
284801 (2008 YM113),2.61121582201285,0.1007105686076414,,4.434507623825742,94.91155554061164,263.6606420043302,2.348238791820667,2.874192852205034,4.21961041048445,6303.0,0,177,16.6,,,,,,,,,,,N,N,1.34847
265432 (2004 VL62),3.01470287726972,0.1650807550262823,,12.13750695677365,134.2181206804401,270.2681298602963,2.517033450110129,3.512372304429311,5.23449724331994,5892.0,0,299,15.9,4.631,,0.043,,,,,,,,N,N,1.56173
       (2015 TS250),2.432641830227197,0.1800572046695586,,2.637588421997855,109.2407198902278,186.8882839111238,1.994627142314249,2.870656518140145,3.7942457624444,2485.0,0,46,18.422,,,,,,,,,,,N,N,0.977996
 28190 (1998 WU23),2.780031205983389,0.0732267610295281,,9.410428982329734,18.71611588431396,130.73177553803,2.576458525208213,2.983603886758566,4.63535188685411,24269.0,0,1702,12.9,,,,,,,,,,,N,N,1.59727
539121 (2016 NY66),3.047029503104074,0.04776980658737102,,4.443147895750578,276.9259960434803,254.55103589509,2.901473493074779,3.192585513133369,5.31891672954681,5860.0,0,48,16.7,,,,,,,,,,,N,N,1.91149
135242 (2001 SQ17),3.048273335684022,0.09303022399109478,,9.929526570051166,10.56181926914374,308.4896109823002,2.764691784479256,3.331854886888788,5.32217392661266,9086.0,0,551,14.6,4.298,,0.152,,,,,,,,N,N,1.76519
516591 (2007 GQ50),2.376986173041769,0.07039576924543155,,6.86784771554639,217.2145050020251,5.847218207770864,2.209656402904739,2.544315943178798,3.66478233531505,4052.0,0,69,17.9,,,,,,,,,,,N,N,1.20112
 92000 (1999 VN144),3.163736147400133,0.170793629569947,,27.02455365487743,38.74358597088113,117.5178869862647,2.623390167784024,3.704082127016243,5.62741037774155,8089.0,0,605,14.2,8.710,,0.064,,,,,,,,N,N,1.72357
320988 (2008 JT27),2.635851108879484,0.1481765302434388,,4.075415848172219,154.6389065652736,68.27469302925878,2.245279837327402,3.026422380431567,4.27946534919182,5754.0,0,152,17.2,,,,,,,,,,,N,N,1.2408
       (2015 RR6),2.413498607254588,0.2104576954339323,,1.535943251195862,16.31319514301737,325.5417419744258,1.905559252438782,2.921437962070394,3.74954682116488,5515.0,5,11,19.0,,,,,,,,,,,N,N,0.896739
531548 (2012 TG240),3.190944117188345,0.0855255262179964,,9.003974718048463,190.6708944147922,221.5284172104129,2.918036942433592,3.463851291943098,5.70015939323276,4467.0,0,52,16.9,,,,,,,,,,,N,N,1.93465
336208 (2008 SP31),2.661086477716463,0.1274232091222931,,4.868712604637293,296.8093458544538,123.2534199094899,2.322002298973892,3.000170656459034,4.34106895558384,6680.0,0,180,16.8,,,,,,,,,,,N,N,1.33877
       (2013 NC28),2.78087683264716,0.05015554686762835,,4.822269023189924,126.14546946,25.41931241258728,2.641400434334223,2.920353230960096,4.63746701160861,6083.0,0,60,17.5,,,,,,,,,,,N,N,1.65367
262592 (2006 VY100),2.582989039373962,0.2092630176192576,,5.297607853124953,101.6621755996117,334.0983895405694,2.042464958517099,3.123513120230824,4.15137577980844,5727.0,0,154,17.2,,,,,,,,,,,N,N,1.05915
471071 (2009 VO107),2.384416200946588,0.2214298129981742,,1.537900690721324,239.189530785663,141.7773070448122,1.856435367461168,2.912397034432008,3.68197892410206,6998.0,0,58,18.2,,,,,,,,,,,N,N,0.858787
513017 (2017 UL49),2.690875356407228,0.06881880604488246,,21.41165549115256,201.4168604157137,237.8413640374294,2.505692527163685,2.876058185650771,4.41416511559739,5679.0,0,103,16.8,,,,,,,,,,,N,N,1.56004
490513 (2009 UT97),3.128754098375294,0.08352582603090852,,11.85935934048063,51.30979200443758,6.842486524398885,2.867422327860907,3.390085868889681,5.53433379633052,7149.0,0,52,16.9,,,,,,,,,,,N,N,1.87925
       (2010 FX15),2.701696354887551,0.03230413987383443,,12.19928237154209,16.68295567107623,127.9336952597914,2.614420377942635,2.788972331832467,4.4408183360385,9000.0,0,60,17.2,,,,,,,,,,,N,N,1.63603
125051 (2001 TK219),2.408309985169266,0.136439279867584,,5.726764150389813,75.7530908919167,122.4817809935537,2.07972190509486,2.736898065243673,3.73746196555839,6530.0,0,650,15.7,,,,,,,,,,,N,N,1.08396
       (2015 US68),3.126929670279097,0.2411616305834906,,10.44078800037342,44.92518177908481,319.7381999454408,2.372834212274693,3.881025128283501,5.52949376016261,5343.0,0,94,16.5,,,,,,,,,,,N,N,1.38231
104996 (2000 KH2),3.204081293032699,0.1652862250360483,,30.13282927167769,121.9054043543895,184.5252800690843,2.674490791398704,3.733671794666695,5.73539709190317,6712.0,0,534,14.1,8.718,,0.077,,,,,,,,N,N,1.65912
403022 (2007 XG3),2.412115917277642,0.2775130369912617,,11.73631125756022,80.88742674479975,291.6634613956572,1.742722303498961,3.081509531056323,3.74632511750699,5580.0,0,153,17.6,,,,,,,,,,,N,N,0.78351
379751 (2011 GE81),3.12115680419935,0.09107381912240056,,12.24075554737965,74.70059925105873,195.060948606755,2.836901133961049,3.405412474437651,5.51418819232455,5385.0,0,136,15.5,,,,,,,,,,,N,N,1.82247
206568 (2003 UX279),2.748598174541115,0.1646546164935204,,8.676285663902757,183.9056060694397,216.1095405181529,2.296028796217257,3.201167552864972,4.55695859812807,6545.0,0,235,16.0,4.016,,0.044,,,,,,,,N,N,1.3089
136400 (2004 XW180),3.127490878763242,0.2553725145248525,,21.20041348743727,325.5982684861364,262.9571183513062,2.328815668899932,3.926166088626552,5.53098244317038,6323.0,0,494,14.5,7.106,,0.055,,,,,,,,N,N,1.43263
274660 (2008 TL165),3.011436516190846,0.06699162609977695,,10.05056563636898,47.85690451477891,255.7496190573214,2.809695487074974,3.213177545306718,5.22599236240849,5883.0,0,167,15.9,,,,,,,,,,,N,N,1.81549
 47963 (2000 SO56),5.266303316641493,0.02912027740865148,,13.23477423059764,185.6077940236409,103.7045557354912,5.112947103142791,5.419659530140194,12.0855663159456,10421.0,0,733,11.8,26.772,,0.047,13.73,,,,,,,N,N,4.12675
125308 (2001 VE32),2.417360255064299,0.1382598748798617,,2.365141613370771,271.3338761099853,136.3547614453636,2.083136328659559,2.75158418146904,3.75854944884135,6393.0,0,466,16.2,3.642,,0.053,,,,,,,,N,N,1.09333
100285 (1995 CG3),2.878423219987515,0.1136244736526496,,8.840230305692499,149.0955985347258,105.2080932757993,2.551363896666869,3.205482543308162,4.88360102719516,8761.0,0,481,15.1,2.612,,0.259,,,,,,,,N,N,1.5543
       (2017 FA100),3.210391475472101,0.1009968232853726,,19.39337433540835,212.109361426507,314.099337818253,2.886152134946979,3.534630815997223,5.7523485415743,45.0,5,19,16.915,,,,,,,,,,,N,N,1.92006
 41193 (1999 VV206),2.547988480086498,0.186796323832365,,15.85052143821747,325.7293294785539,321.1374096164631,2.072033598839125,3.02394336133387,4.06728300917641,19392.0,0,1077,14.3,3.975,,0.147,,,,,,,,N,N,1.07774
       (2008 CE193),2.802051151323485,0.1904431314436879,,24.66573594515011,163.5413173396238,281.050707148555,2.26841975560005,3.335682547046921,4.69053402681025,5643.0,0,44,16.8,,,,,,,,,,,N,N,1.41654
335431 (2005 UT99),2.3923861575218,0.2113764849593208,,3.509886019271891,122.5552763791187,221.6482472445642,1.886691980879506,2.898080334164094,3.70045496881269,6528.0,0,131,17.6,,,,,,,,,,,N,N,0.879765
282507 (2004 PW102),2.391201437318052,0.2858261702432365,,4.51778000807336,205.8798655981543,134.3122264866007,1.707733488209311,3.074669386426794,3.69770658664108,5057.0,0,275,17.0,,,,,,,,,,,N,N,0.702402
247186 (2001 EO18),3.177941849189942,0.04317723168683103,,15.74184562650614,357.3051747997755,149.1035584590168,3.040727117680191,3.315156580699692,5.66535490615051,6650.0,0,374,14.9,6.704,,0.047,,,,,,,,N,N,2.05789
  2569 Madeline (1980 MA),2.625889073217191,0.1623370291435019,,11.49528113439866,76.23985292846993,314.3178007362266,2.199610042210729,3.052168104223654,4.25522732635042,24266.0,0,1700,10.9,26.004,,0.072,,,,,,D,,N,N,1.22269
